WORD,AVERAGE_MISSES
doctrinal,2
doctrine,3
doctrines,2
document,7
documentary,7
documented,7
documenter,6
documenters,5
documenting,5
documents,6
dodd,9
dodecahedra,9
dodecahedral,8
dodecahedron,8
dodge,9
dodged,9
dodger,8
dodgers,7
dodging,8
dodington,7
dodson,7
doe,8
doer,7
doers,6
does,7
dog,10
doge,9
dogged,9
doggedly,12
doggedness,7
dogging,8
doghouse,9
dogma,10
dogmas,9
dogmatic,7
dogmatism,7
dogs,9
dogtown,16
doherty,11
doing,8
doings,7
dolan,6
doldrum,9
dole,7
doled,7
doleful,13
dolefully,12
doles,6
doll,8
dollar,6
dollars,5
dollies,5
dolls,7
dolly,14
dolores,5
dolphin,9
dolphins,8
domain,9
domains,8
dome,11
domed,11
domenico,8
domes,10
domesday,11
domestic,7
domestically,7
domesticate,6
domesticated,6
domesticates,6
domicile,8
dominance,7
dominant,8
dominantly,9
dominate,7
dominated,7
dominates,6
dominating,7
domination,8
domineer,8
domineering,7
domingo,9
dominic,9
dominican,8
dominicans,7
dominick,14
dominion,10
dominique,18
domino,10
don,8
donahue,9
donald,6
donaldson,5
donate,5
donated,5
donates,4
donating,6
donation,5
done,7
doneck,15
donkey,15
donkeys,14
donna,7
donnelly,12
donner,6
donnybrook,14
donor,7
donovan,15
dons,7
doodle,7
dooley,13
doolittle,5
doom,12
doomed,11
dooming,9
dooms,11
doomsday,12
door,8
doorbell,11
doorkeeper,15
doorman,9
doormen,9
doors,7
doorstep,7
doorsteps,7
doorway,16
doorways,15
dope,10
doped,10
doper,9
dopers,8
dopes,9
doping,8
doppler,8
dora,7
dorado,7
dorcas,5
dorchester,8
doreen,6
doria,6
doric,6
doricize,16
doricizes,15
doris,6
dormant,8
dormitories,7
dormitory,11
dorothea,9
dorothy,12
dorset,5
dortmund,8
dosage,7
dose,7
dosed,7
doses,7
dossier,5
dossiers,5
dostoevsky,13
dot,8
dote,7
doted,7
dotes,6
doting,7
dotingly,10
dots,7
dotted,7
dotting,7
double,11
doubled,11
doubleday,10
doubleheader,8
doubler,10
doublers,9
doubles,10
doublet,10
doubleton,9
doublets,9
doubling,9
doubloon,11
doubly,12
doubt,12
doubtable,9
doubted,11
doubter,10
doubters,9
doubtful,12
doubtfully,11
doubting,9
doubtless,9
doubtlessly,9
doubts,11
doug,9
dough,11
dougherty,9
doughnut,9
doughnuts,8
douglas,6
douglass,6
dove,16
dover,15
doves,15
dovetail,12
dow,19
dowager,15
dowel,17
dowling,15
down,18
downcast,14
downed,17
downers,15
downey,16
downfall,15
downfallen,14
downgrade,14
downhill,15
downing,16
downlink,15
downlinks,14
download,16
downloaded,15
downloading,14
downloads,15
downplay,14
downplayed,13
downplaying,12
downplays,13
downpour,15
downright,13
downs,17
downside,15
downstairs,13
downstream,12
downtown,17
downtowns,16
downtrodden,15
downturn,15
downward,16
downwards,15
downy,17
dowry,17
doyle,13
doze,19
dozed,19
dozen,18
dozens,17
dozenth,16
dozes,18
dozing,17
drab,13
draco,6
draconian,4
draft,14
drafted,13
draftee,13
drafter,13
drafters,12
drafting,11
drafts,13
draftsman,11
draftsmen,10
drafty,13
drag,9
dragged,8
dragging,7
dragnet,6
dragon,7
dragonfly,10
dragonhead,8
dragons,6
dragoon,7
dragooned,6
dragoons,6
drags,8
drain,6
drainage,6
drained,5
drainer,5
draining,7
drains,5
drake,16
dram,11
drama,11
dramamine,8
dramas,10
dramatic,8
dramatically,9
dramatics,7
dramatist,8
dramatists,8
drank,16
drape,9
draped,9
draper,9
draperies,7
drapers,8
drapery,12
drapes,8
drastic,4
drastically,9
draught,9
draughts,8
dravidian,14
draw,18
drawback,15
drawbacks,14
drawbridge,14
drawbridges,13
drawer,17
drawers,16
drawing,15
drawings,14
drawl,17
drawled,16
drawling,14
drawls,16
drawn,17
drawnly,15
drawnness,15
draws,17
dread,7
dreaded,7
dreadful,12
dreadfully,11
dreading,6
dreadnought,6
dreads,6
dream,10
dreamboat,9
dreamed,10
dreamer,10
dreamers,9
dreamily,10
dreaming,7
dreamlike,13
dreams,9
dreamt,9
dreamy,12
dreariness,4
dreary,13
dredge,9
dregs,8
drench,10
drenched,10
drenches,9
drenching,8
dress,7
dressed,7
dresser,7
dressers,7
dresses,7
dressing,6
dressings,6
dressmaker,14
dressmakers,14
drew,18
drexel,19
dreyfuss,12
dried,7
drier,7
driers,6
dries,6
driest,5
drift,14
drifted,13
drifter,13
drifters,12
drifting,12
drifts,13
drill,7
drilled,6
driller,6
drilling,7
drills,6
drily,13
drink,16
drinkable,12
drinker,15
drinkers,14
drinking,15
drinks,15
drip,10
dripping,8
drippy,13
drips,9
driscoll,4
drive,15
driven,14
driver,15
drivers,14
drives,14
driveway,14
driveways,13
driving,14
drizzle,17
drizzly,17
droll,7
dromedary,11
drone,6
drones,5
drool,7
droop,10
drooped,9
drooping,7
droops,9
droopy,13
drop,10
droplet,7
dropout,8
dropped,9
dropper,9
droppers,8
dropping,7
droppings,6
drops,9
drosophila,7
drought,9
droughts,8
drove,15
drover,15
drovers,14
droves,14
drown,17
drowned,16
drowning,15
drownings,14
drowns,16
drowsiness,14
drowsy,16
drubbing,10
drudge,8
drudgery,12
drug,9
druggist,6
druggists,6
drugs,8
drugstore,5
drum,11
drumhead,9
drummed,10
drummer,10
drummers,9
drumming,8
drummond,9
drums,10
drunk,16
drunkard,15
drunkards,14
drunken,15
drunkenness,14
drunker,15
drunkly,14
drunks,15
drury,14
dry,15
dryden,13
drying,12
dryly,14
dual,8
dualism,8
dualities,4
duality,11
duane,7
dub,14
dubbed,13
dubhe,12
dubious,11
dubiously,10
dubiousness,9
dublin,11
dubs,13
dubuque,21
duchess,10
duchesses,10
duchy,13
duck,17
ducked,16
ducking,14
duckling,13
ducks,16
duct,8
ducts,7
dud,10
dudley,13
due,9
duel,8
dueling,6
duels,7
dues,8
duet,8
duffy,15
dug,10
dugan,8
duke,17
dukes,16
dull,9
dulled,8
duller,7
dulles,7
dullest,6
dulling,7
dullness,6
dulls,8
dully,14
duluth,11
duly,14
dumb,13
dumbbell,11
dumbbells,10
dumber,11
dumbest,10
dumbly,12
dumbness,10
dummies,9
dummy,14
dump,11
dumped,10
dumper,9
dumping,8
dumps,10
dumpty,12
dunbar,11
duncan,7
dunce,7
dunces,6
dundee,8
dune,8
dunedin,7
dunes,7
dung,9
dungeon,7
dungeons,6
dunham,10
dunk,17
dunkirk,15
dunlap,8
dunlop,8
dunn,9
dunne,8
dupe,10
duplex,18
duplicable,8
duplicate,5
duplicated,5
duplicates,4
duplicating,4
duplication,4
duplications,3
duplicator,4
duplicators,3
duplicity,10
dupont,8
duponts,7
duquesne,20
durabilities,7
durability,9
durable,10
durably,11
durango,6
duration,4
durations,3
durer,8
durers,7
duress,7
durham,10
during,7
durkee,16
durkin,15
durrell,7
durward,17
dusenberg,9
dusenbury,10
dusk,17
duskiness,14
dusky,16
dusseldorf,11
dust,8
dustbin,10
dusted,7
duster,6
dusters,6
dustier,5
dustiest,6
dustin,6
dusting,6
dusts,8
dusty,13
dutch,11
dutchess,9
dutchman,8
dutchmen,8
duties,6
dutiful,13
dutifully,12
dutifulness,10
dutton,7
duty,14
dvorak,15
dwarf,17
dwarfed,16
dwarfs,16
dwarves,15
dwell,18
dwelled,18
dweller,17
dwellers,16
dwelling,15
dwellings,14
dwells,17
dwelt,17
dwight,16
dwindle,16
dwindled,16
dwindling,16
dwyer,17
dyad,15
dyadic,13
dye,15
dyed,15
dyeing,12
dyer,14
dyers,13
dyes,14
dying,13
dyke,17
dylan,13
dynamic,11
dynamically,10
dynamics,10
dynamism,11
dynamite,10
dynamited,10
dynamites,9
dynamiting,10
dynamo,12
dynastic,10
dynasties,10
dynasty,12
dyne,14
dysentery,11
dyspeptic,10
dystrophy,10
each,12
eagan,9
eager,9
eagerly,12
eagerness,7
eagle,9
eagles,8
ear,2
eardrum,9
eared,7
earl,5
earlier,4
earliest,2
earliness,2
earls,4
early,13
earmark,16
earmarked,15
earmarking,13
earmarkings,12
earmarks,15
earn,2
earned,6
earner,2
earners,1
earnest,1
earnestly,10
earnestness,1
earning,7
earnings,6
earns,1
earp,10
earphone,9
earring,7
earrings,6
ears,1
earsplitting,4
earth,11
earthen,10
earthenware,15
earthliness,7
earthling,7
earthly,11
earthman,9
earthmen,9
earthmover,12
earthquake,18
earthquakes,17
earths,10
earthworm,14
earthworms,13
earthy,12
ease,1
eased,7
easel,5
easement,9
easements,9
eases,1
easier,0
easiest,2
easily,12
easiness,1
easing,7
east,3
eastbound,8
easter,2
eastern,1
easterner,1
easterners,1
easternmost,7
easthampton,7
eastland,4
eastman,9
eastward,15
eastwards,15
eastwick,14
eastwood,15
easy,14
easygoing,10
eat,4
eaten,3
eater,3
eaters,2
eating,7
eatings,6
eaton,3
eats,3
eaves,16
eavesdrop,12
eavesdropped,12
eavesdropper,12
eavesdrops,12
ebb,15
ebbing,12
ebbs,14
eben,14
ebony,13
eccentric,4
eccentricity,11
eccentrics,3
eccles,6
echelon,10
echo,12
echoed,11
echoes,11
echoing,9
eclectic,5
eclipse,8
eclipsed,7
eclipses,8
eclipsing,6
ecliptic,8
ecole,6
ecology,12
econometric,7
econometrica,6
economic,9
economical,7
economically,9
economics,8
economies,8
economist,7
economists,7
economize,16
economized,15
economizer,15
economizers,14
economizes,15
economizing,15
economy,12
ecosystem,11
ecstasy,12
ecstatic,4
ecuador,5
ecuadorian,3
ed,9
eddie,8
eddies,7
eddy,15
eden,8
edenization,15
edenizations,14
edenize,18
edenizes,17
edgar,8
edge,10
edged,10
edgerton,6
edges,9
edgewater,15
edgewood,17
edging,8
edible,12
edict,6
edicts,5
edifice,14
edifices,13
edinburgh,8
edison,5
edit,7
edited,7
edith,11
editing,7
edition,5
editions,4
editor,5
editorial,3
editorially,9
editorials,2
editors,4
edits,6
edmonds,9
edmondson,9
edmonton,9
edmund,10
edna,7
edsger,8
eduard,7
eduardo,6
educable,10
educate,6
educated,6
educates,5
educating,4
education,3
educational,2
educations,2
educator,4
educators,3
edward,17
edwardian,15
edwardine,15
edwards,16
edwin,17
edwina,16
eel,7
eelgrass,7
eels,6
eerie,2
eerily,13
effect,15
effected,14
effecting,12
effective,14
effectively,12
effector,13
effectors,12
effects,14
effectually,11
effectuate,13
effeminate,12
efficacy,13
efficiencies,13
efficiency,13
efficient,13
efficiently,11
effie,16
effigy,14
effort,14
effortless,12
effortlessly,11
efforts,13
egalitarian,5
egan,9
egg,11
egged,10
egghead,11
egging,9
eggplant,7
eggs,10
eggshell,11
ego,10
egocentric,5
egos,9
egotism,8
egotist,7
egypt,13
egyptian,10
egyptianize,14
egyptianizes,13
egyptians,9
egyptize,16
egyptizes,15
egyptology,11
ehrlich,10
eichmann,9
eiffel,15
eigenstate,6
eigenvalue,12
eigenvalues,11
eigenvector,11
eight,11
eighteen,10
eighteens,9
eighteenth,10
eightfold,10
eighth,11
eighthes,10
eighties,10
eightieth,11
eights,10
eighty,12
eileen,5
einstein,2
einsteinian,1
eire,2
eisenhower,14
eisner,1
either,11
ejaculate,18
ejaculated,17
ejaculates,17
ejaculating,15
ejaculation,15
ejaculations,14
eject,21
ejected,20
ejecting,18
ejects,20
ekberg,16
eke,19
eked,18
ekes,18
ekstrom,14
ektachrome,12
elaborate,10
elaborated,9
elaborately,10
elaborates,9
elaborating,7
elaboration,8
elaborations,7
elaborators,9
elaine,4
elapse,9
elapsed,8
elapses,9
elapsing,6
elastic,3
elastically,10
elasticity,10
elba,13
elbow,17
elbowing,14
elbows,16
elder,7
elderly,13
elders,6
eldest,6
eldon,6
eleanor,3
eleazar,18
elect,6
elected,6
electing,6
election,3
elections,2
elective,14
electives,13
elector,4
electoral,3
electorate,3
electors,3
electra,4
electric,4
electrical,3
electrically,10
electrician,2
electricity,11
electrify,11
electrifying,9
electro,4
electrocute,5
electrocuted,4
electrocutes,4
electrode,4
electrodes,3
electrolysis,9
electrolyte,11
electrolytes,10
electrolytic,10
electron,3
electronic,2
electronics,1
electrons,2
elects,5
elegance,7
elegant,7
elegantly,11
elegy,14
element,10
elemental,9
elementals,8
elementary,10
elements,9
elena,5
elephant,9
elephants,8
elevate,15
elevated,14
elevates,14
elevation,12
elevator,13
elevators,12
eleven,16
elevens,15
eleventh,14
elf,16
elgin,8
eli,6
elicit,5
elicited,5
eliciting,6
elicits,4
elide,7
eligibility,11
eligible,12
elijah,19
eliminate,8
eliminated,7
eliminates,7
eliminating,7
elimination,7
eliminations,6
eliminator,6
eliminators,5
elinor,3
eliot,4
elisabeth,9
elisha,10
elision,3
elite,5
elitist,4
elizabeth,15
elizabethan,14
elizabethans,13
elk,18
elkhart,14
elks,17
ella,6
ellen,6
ellie,6
elliot,4
elliott,4
ellipse,9
ellipses,9
ellipsis,9
ellipsoid,7
ellipsoidal,6
ellipsoids,7
elliptic,8
elliptical,7
elliptically,10
ellis,5
ellison,3
ellsworth,14
ellwood,17
elm,12
elmer,11
elmhurst,8
elmira,9
elms,11
elmsford,11
eloise,4
elope,10
eloquence,19
eloquent,19
eloquently,18
elroy,13
else,6
elsevier,14
elsewhere,16
elsie,5
elsinore,2
elton,4
elucidate,4
elucidated,4
elucidates,3
elucidating,3
elucidation,2
elude,8
eluded,8
eludes,7
eluding,6
elusive,14
elusively,13
elusiveness,13
elves,16
elvis,15
ely,15
elysee,14
elysees,14
elysium,11
em,13
emaciate,9
emaciated,8
emacs,10
emanate,10
emanating,8
emancipate,7
emancipation,6
emanuel,9
emasculate,7
embalm,12
embargo,10
embargoes,9
embark,15
embarked,14
embarks,14
embarrass,11
embarrassed,10
embarrasses,11
embarrassing,8
embassies,11
embassy,12
embed,13
embedded,13
embedding,10
embeds,12
embellish,10
embellished,9
embellishes,10
embellishing,8
ember,13
embezzle,18
emblem,13
embodied,11
embodies,10
embodiment,9
embodiments,8
embody,12
embodying,9
embolden,10
embrace,11
embraced,10
embraces,10
embracing,8
embroider,10
embroidered,10
embroideries,9
embroiders,9
embroidery,10
embroil,10
embryo,12
embryology,10
embryos,11
emerald,9
emeralds,8
emerge,11
emerged,10
emergence,9
emergencies,7
emergency,11
emergent,9
emerges,10
emerging,9
emeritus,8
emerson,9
emery,14
emigrant,7
emigrants,6
emigrate,8
emigrated,7
emigrates,7
emigrating,7
emigration,6
emil,11
emile,11
emilio,10
emily,13
eminence,10
eminent,10
eminently,11
emissary,11
emission,9
emit,11
emits,10
emitted,10
emitter,10
emitting,9
emma,12
emmanuel,9
emmett,12
emory,13
emotion,9
emotional,7
emotionally,9
emotions,8
empathy,11
emperor,10
emperors,9
emphases,10
emphasis,9
emphasize,15
emphasized,14
emphasizes,15
emphasizing,13
emphatic,8
emphatically,8
empire,10
empires,9
empirical,7
empirically,9
empiricist,7
empiricists,7
employ,12
employable,10
employed,11
employee,12
employees,11
employer,11
employers,10
employing,9
employment,10
employments,9
employs,11
emporium,8
empower,16
empowered,15
empowering,13
empowers,15
empress,10
emptied,9
emptier,9
empties,9
emptiest,9
emptily,11
emptiness,8
empty,13
emptying,10
emulate,9
emulated,8
emulates,8
emulating,6
emulation,6
emulations,5
emulator,7
emulators,6
en,4
enable,12
enabled,11
enabler,11
enablers,10
enables,11
enabling,10
enact,5
enacted,5
enacting,6
enactment,9
enacts,4
enamel,10
enameled,9
enameling,8
enamels,9
encamp,9
encamped,8
encamping,7
encamps,8
encapsulate,5
encapsulated,4
encapsulates,5
encased,5
enchant,10
enchanted,9
enchanter,9
enchanting,8
enchantment,9
enchantress,8
enchants,9
encipher,9
enciphered,8
enciphering,8
enciphers,8
encircle,4
encircled,4
encircles,3
enclose,4
enclosed,4
encloses,4
enclosing,5
enclosure,4
enclosures,4
encode,6
encoded,6
encoder,5
encoders,4
encodes,5
encoding,6
encodings,5
encompass,7
encompassed,6
encompasses,7
encompassing,5
encore,5
encounter,5
encountered,4
encountering,4
encounters,4
encourage,5
encouraged,4
encourages,4
encouraging,4
encroach,9
encrust,5
encrypt,11
encrypted,10
encrypting,9
encryption,9
encryptions,8
encrypts,10
encumber,10
encumbered,9
encumbering,8
encumbers,9
encyclopedia,8
encyclopedic,9
end,8
endanger,7
endangered,7
endangering,6
endangers,6
endear,6
endeared,6
endearing,6
endears,5
endeavor,13
endeavored,13
endeavoring,11
endeavors,12
ended,8
endemic,9
ender,7
enders,6
endgame,9
endicott,4
ending,8
endings,7
endless,6
endlessly,12
endlessness,6
endorse,5
endorsed,5
endorsement,7
endorses,5
endorsing,5
endow,17
endowed,17
endowing,15
endowment,15
endowments,14
endows,16
endpoint,7
ends,7
endurable,9
endurably,9
endurance,5
endure,7
endured,7
endures,6
enduring,6
enduringly,9
enema,11
enemas,10
enemies,10
enemy,14
energetic,6
energies,7
energize,17
energy,13
enervate,14
enfeeble,14
enfield,13
enforce,13
enforceable,10
enforced,12
enforcement,11
enforcer,13
enforcers,12
enforces,12
enforcing,11
enfranchise,10
eng,10
engage,9
engaged,8
engagement,9
engagements,8
engages,8
engaging,8
engagingly,11
engel,9
engels,8
engender,8
engendered,8
engendering,7
engenders,7
engine,9
engineer,8
engineered,7
engineering,8
engineers,7
engines,8
england,7
englander,6
englanders,5
engle,9
englewood,15
english,9
englishize,15
englishizes,15
englishman,7
englishmen,8
engrave,14
engraved,13
engraver,14
engraves,13
engraving,13
engravings,12
engross,7
engrossed,6
engrossing,6
engulf,13
enhance,11
enhanced,10
enhancement,9
enhancements,8
enhances,10
enhancing,9
enid,7
enigma,9
enigmatic,7
enjoin,20
enjoined,19
enjoining,19
enjoins,19
enjoy,20
enjoyable,17
enjoyably,17
enjoyed,19
enjoying,18
enjoyment,18
enjoys,19
enlarge,7
enlarged,6
enlargement,7
enlargements,6
enlarger,7
enlargers,6
enlarges,6
enlarging,6
enlighten,9
enlightened,8
enlightening,9
enlist,3
enlisted,4
enlistment,8
enlists,3
enliven,15
enlivened,14
enlivening,14
enlivens,14
enmities,9
enmity,12
ennoble,12
ennobled,11
ennobles,11
ennobling,10
ennui,8
enoch,11
enormities,7
enormity,10
enormous,8
enormously,9
enos,4
enough,10
enqueue,22
enqueued,21
enqueues,21
enquire,20
enquired,19
enquirer,20
enquires,19
enquiry,19
enrage,8
enraged,7
enrages,7
enraging,7
enrapture,7
enrich,10
enriched,9
enriches,9
enriching,9
enrico,4
enroll,4
enrolled,5
enrolling,6
enrollment,8
enrollments,7
enrolls,3
ensemble,11
ensembles,11
ensign,8
ensigns,8
enslave,14
enslaved,13
enslaves,14
enslaving,12
ensnare,1
ensnared,5
ensnares,1
ensnaring,6
ensolite,2
ensue,8
ensued,7
ensues,8
ensuing,7
ensure,7
ensured,6
ensurer,7
ensurers,7
ensures,7
ensuring,6
entail,3
entailed,4
entailing,6
entails,2
entangle,7
enter,3
entered,6
entering,7
enterprise,7
enterprises,7
enterprising,6
enters,2
entertain,1
entertained,4
entertainer,1
entertainers,0
entertaining,6
entertains,0
enthusiasm,7
enthusiasms,7
enthusiast,8
enthusiastic,7
enthusiasts,8
entice,5
enticed,5
enticer,4
enticers,3
entices,4
enticing,7
entire,2
entirely,11
entireties,1
entirety,12
entities,2
entitle,4
entitled,5
entitles,3
entitling,7
entity,13
entomb,11
entrance,4
entranced,4
entrances,3
entrap,8
entreat,2
entreated,5
entreaty,12
entree,3
entrench,10
entrenched,9
entrenches,9
entrenching,8
entrepreneur,8
entries,1
entropy,11
entrust,6
entrusted,5
entrusting,5
entrusts,6
entry,13
enumerable,9
enumerate,8
enumerated,7
enumerates,7
enumerating,6
enumeration,6
enumerative,11
enumerator,7
enumerators,6
enunciation,4
envelop,14
envelope,14
enveloped,13
enveloper,13
envelopes,13
enveloping,12
envelops,13
envied,15
envies,15
envious,13
enviously,11
enviousness,13
environ,14
environing,13
environment,12
environments,11
environs,13
envisage,13
envisaged,12
envisages,13
envision,14
envisioned,13
envisioning,13
envisions,14
envoy,15
envoys,14
envy,16
enzyme,18
eocene,6
epaulet,8
epaulets,7
ephemeral,9
ephesian,9
ephesians,9
ephesus,11
ephraim,9
epic,10
epicenter,7
epics,9
epicurean,6
epicurize,16
epicurizes,15
epicurus,7
epidemic,9
epidemics,8
epidermis,8
epigram,8
epileptic,8
epilogue,7
epiphany,11
episcopal,6
episcopalian,5
episode,8
episodes,8
epistemology,8
epistle,8
epistles,8
epitaph,10
epitaphs,9
epitaxial,17
epitaxially,16
epithet,11
epithets,10
epitomize,16
epitomized,15
epitomizes,15
epitomizing,14
epoch,11
epochs,10
epsilon,7
epsom,10
epstein,8
equal,21
equaled,20
equaling,18
equalities,18
equality,18
equalization,16
equalize,19
equalized,18
equalizer,18
equalizers,17
equalizes,18
